bloque,bloque_nombre,familia,parametro,subescala,instrumento,N,escenario,k,n,R,shapiro_wilk,anderson_darling,lilliefors,jarque_bera,dagostino_pearson,cramer_von_mises,shapiro_francia,pearson_chi2,curtosis,epps_pulley,sstn,shapiro_wilk_na,anderson_darling_na,lilliefors_na,jarque_bera_na,dagostino_pearson_na,cramer_von_mises_na,shapiro_francia_na,pearson_chi2_na,curtosis_na,epps_pulley_na,sstn_na,segundos
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,3,500,10000,1,1,1,1,1,1,1,1,0.2046,1,1,0,0,0,0,0,0,0,0,0,0,0,100.8840630054474
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,3,1000,10000,1,1,1,1,1,1,1,1,0.2466,1,1,0,0,0,0,0,0,0,0,0,0,0,134.6110589504242
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,3,1500,10000,1,1,1,1,1,1,1,1,0.2814,1,1,0,0,0,0,0,0,0,0,0,0,0,169.10247087478638
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,4,10,10000,0.1463,0.1322,0.111,0.025,NA,0.1211,0.136,0.1406,0.0729,0.1586,0.1176,0,0,0,0,10000,0,0,0,0,0,0,79.33270311355591
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,4,25,10000,0.4468,0.3568,0.2482,0.0939,0.1837,0.2967,0.3614,0.254,0.0829,0.354,0.3238,0,0,0,0,0,0,0,0,0,0,0,81.48895978927612
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,4,50,10000,0.8779,0.7415,0.5525,0.2778,0.3696,0.6216,0.7849,0.4954,0.076,0.6578,0.6759,0,0,0,0,0,0,0,0,0,0,0,77.35393071174622
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,4,100,10000,0.9996,0.9875,0.9303,0.851,0.8908,0.9449,0.9975,0.9227,0.0627,0.9123,0.9671,0,0,0,0,0,0,0,0,0,0,0,75.14221262931824
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,4,250,10000,1,1,1,1,1,1,1,1,0.0669,0.9997,1,0,0,0,0,0,0,0,0,0,0,0,83.8412139415741
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,4,500,10000,1,1,1,1,1,1,1,1,0.0789,1,1,0,0,0,0,0,0,0,0,0,0,0,101.13216710090636
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,4,1000,10000,1,1,1,1,1,1,1,1,0.1286,1,1,0,0,0,0,0,0,0,0,0,0,0,136.89017391204834
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,4,1500,10000,1,1,1,1,1,1,1,1,0.1713,1,1,0,0,0,0,0,0,0,0,0,0,0,171.8569827079773
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,5,10,10000,0.2305,0.2045,0.1486,0.0248,NA,0.1823,0.1891,0.2347,0.0943,0.2772,0.1405,0,0,0,0,10000,0,0,0,0,0,0,80.30858612060547
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,5,25,10000,0.6748,0.5538,0.3413,0.1033,0.2496,0.4641,0.5462,0.5078,0.1848,0.5641,0.4074,0,0,0,0,0,0,0,0,0,0,0,82.30692219734192
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,5,50,10000,0.9779,0.9109,0.7456,0.2881,0.5044,0.8179,0.9422,0.8437,0.2211,0.7739,0.7648,0,0,0,0,0,0,0,0,0,0,0,77.82091951370239
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,5,100,10000,1,0.9994,0.9912,0.8732,0.9355,0.992,0.9999,0.9971,0.2127,0.954,0.983,0,0,0,0,0,0,0,0,0,0,0,75.38135123252869
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,5,250,10000,1,1,1,1,1,1,1,1,0.1909,0.9999,1,0,0,0,0,0,0,0,0,0,0,0,83.48521256446838
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,5,500,10000,1,1,1,1,1,1,1,1,0.2025,1,1,0,0,0,0,0,0,0,0,0,0,0,103.68682193756104
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,5,1000,10000,1,1,1,1,1,1,1,1,0.2324,1,1,0,0,0,0,0,0,0,0,0,0,0,138.63740372657776
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,5,1500,10000,1,1,1,1,1,1,1,1,0.2674,1,1,0,0,0,0,0,0,0,0,0,0,0,175.17077803611755
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,6,10,10000,0.1352,0.1276,0.1045,0.0248,NA,0.117,0.1297,0.1342,0.0705,0.1603,0.1181,0,0,0,0,10000,0,0,0,0,0,0,80.80572080612183
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,6,25,10000,0.4133,0.3412,0.229,0.0937,0.1817,0.2918,0.3329,0.2219,0.0807,0.3544,0.326,0,0,0,0,0,0,0,0,0,0,0,83.27831864356995
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,6,50,10000,0.8372,0.6992,0.4892,0.2777,0.3669,0.5973,0.7369,0.418,0.0742,0.6659,0.6787,0,0,0,0,0,0,0,0,0,0,0,79.71856665611267
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,6,100,10000,0.9977,0.975,0.8666,0.8485,0.8932,0.9252,0.9935,0.8332,0.0623,0.9205,0.9697,0,0,0,0,0,0,0,0,0,0,0,77.85098552703857
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,6,250,10000,1,1,1,1,1,1,1,1,0.066,0.9998,1,0,0,0,0,0,0,0,0,0,0,0,86.58026766777039
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,6,500,10000,1,1,1,1,1,1,1,1,0.0791,1,1,0,0,0,0,0,0,0,0,0,0,0,103.85825848579408
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,6,1000,10000,1,1,1,1,1,1,1,1,0.1309,1,1,0,0,0,0,0,0,0,0,0,0,0,141.76480317115784
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,6,1500,10000,1,1,1,1,1,1,1,1,0.1753,1,1,0,0,0,0,0,0,0,0,0,0,0,177.84768557548523
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,7,10,10000,0.1372,0.1266,0.1061,0.0257,NA,0.1165,0.1304,0.1324,0.0723,0.1674,0.119,0,0,0,0,10000,0,0,0,0,0,0,80.60579371452332
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,7,25,10000,0.4232,0.3413,0.226,0.0948,0.1887,0.2917,0.3417,0.2363,0.088,0.3734,0.3304,0,0,0,0,0,0,0,0,0,0,0,83.84993863105774
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,7,50,10000,0.8412,0.7055,0.4861,0.2816,0.38,0.6031,0.7405,0.4424,0.0832,0.6817,0.6803,0,0,0,0,0,0,0,0,0,0,0,82.23754715919495
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,7,100,10000,0.9987,0.9757,0.8605,0.848,0.8958,0.9268,0.9936,0.8449,0.073,0.9245,0.97,0,0,0,0,0,0,0,0,0,0,0,80.27057218551636
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,7,250,10000,1,1,1,1,1,1,1,1,0.0746,0.9998,1,0,0,0,0,0,0,0,0,0,0,0,90.23389005661012
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,7,500,10000,1,1,1,1,1,1,1,1,0.088,1,1,0,0,0,0,0,0,0,0,0,0,0,104.84303712844849
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,7,1000,10000,1,1,1,1,1,1,1,1,0.135,1,1,0,0,0,0,0,0,0,0,0,0,0,142.9368612766266
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,7,1500,10000,1,1,1,1,1,1,1,1,0.18,1,1,0,0,0,0,0,0,0,0,0,0,0,178.76651072502136
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,8,10,10000,0.1443,0.1334,0.1125,0.0254,NA,0.1269,0.1366,0.1342,0.0737,0.1892,0.1217,0,0,0,0,10000,0,0,0,0,0,0,81.38967490196228
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,8,25,10000,0.4237,0.3674,0.251,0.098,0.1928,0.3247,0.3463,0.2457,0.0994,0.4169,0.3456,0,0,0,0,0,0,0,0,0,0,0,84.27824258804321
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,8,50,10000,0.8234,0.7242,0.5296,0.2806,0.3839,0.6435,0.7335,0.4557,0.0968,0.7174,0.6958,0,0,0,0,0,0,0,0,0,0,0,79.30212569236755
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,8,100,10000,0.9965,0.9762,0.8859,0.8475,0.9015,0.9402,0.9889,0.8288,0.091,0.939,0.972,0,0,0,0,0,0,0,0,0,0,0,75.83877110481262
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,8,250,10000,1,1,0.9999,1,1,1,1,0.9999,0.0895,1,1,0,0,0,0,0,0,0,0,0,0,0,84.61628246307373
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,8,500,10000,1,1,1,1,1,1,1,1,0.1036,1,1,0,0,0,0,0,0,0,0,0,0,0,103.41915655136108
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,8,1000,10000,1,1,1,1,1,1,1,1,0.1498,1,1,0,0,0,0,0,0,0,0,0,0,0,144.3633329868317
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B1_riasec_realistic,8,1500,10000,1,1,1,1,1,1,1,1,0.1953,1,1,0,0,0,0,0,0,0,0,0,0,0,181.1572117805481
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,3,10,10000,0.078,0.0739,0.0634,0.0022,NA,0.068,0.0526,0.0913,0.0613,0.2261,0.0359,0,0,0,0,10000,0,0,0,0,0,0,79.37519431114197
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,3,25,10000,0.2726,0.2074,0.1305,4e-4,0.2068,0.1579,0.1113,0.1261,0.3696,0.5587,0.1443,0,0,0,0,0,0,0,0,0,0,0,80.38297152519226
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,3,50,10000,0.76,0.5536,0.334,0,0.7209,0.4024,0.4703,0.269,0.8347,0.8316,0.4932,0,0,0,0,0,0,0,0,0,0,0,77.00698637962341
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,3,100,10000,0.9985,0.9565,0.7766,0.4083,0.9896,0.8305,0.9766,0.6459,0.9968,0.9814,0.8947,0,0,0,0,0,0,0,0,0,0,0,74.1829993724823
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,3,250,10000,1,1,0.9999,1,1,1,1,0.9995,1,1,1,0,0,0,0,0,0,0,0,0,0,0,82.07527112960815
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,3,500,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,97.41102695465088
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,3,1000,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,133.50850081443787
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,3,1500,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,167.8202600479126
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,4,10,10000,0.0728,0.0698,0.0589,0.0021,NA,0.0634,0.0453,0.0867,0.06,0.2239,0.0343,0,0,0,0,10000,0,0,0,0,0,0,81.10891652107239
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,4,25,10000,0.2449,0.1935,0.1047,4e-4,0.2105,0.1539,0.1001,0.1141,0.3631,0.5626,0.1423,0,0,0,0,0,0,0,0,0,0,0,81.64265441894531
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,4,50,10000,0.7063,0.5086,0.2751,1e-4,0.7157,0.3745,0.4115,0.196,0.8372,0.8386,0.4954,0,0,0,0,0,0,0,0,0,0,0,78.4815948009491
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,4,100,10000,0.9947,0.9235,0.6671,0.4091,0.9906,0.7855,0.9527,0.4951,0.9956,0.9836,0.8997,0,0,0,0,0,0,0,0,0,0,0,75.51203560829163
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,4,250,10000,1,1,0.9984,1,1,0.9995,1,0.9905,1,1,1,0,0,0,0,0,0,0,0,0,0,0,83.81774830818176
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,4,500,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,99.471515417099
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,4,1000,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,137.07157516479492
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,4,1500,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,173.23054552078247
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,5,10,10000,0.0739,0.0682,0.0582,0.0024,NA,0.0623,0.0466,0.0827,0.0618,0.2298,0.0363,0,0,0,0,10000,0,0,0,0,0,0,87.39569878578186
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,5,25,10000,0.2332,0.1793,0.0948,3e-4,0.2067,0.1439,0.0934,0.106,0.3614,0.5568,0.1402,0,0,0,0,0,0,0,0,0,0,0,89.0948896408081
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,5,50,10000,0.6885,0.4905,0.2383,1e-4,0.7137,0.3573,0.3935,0.1743,0.8332,0.8332,0.4936,0,0,0,0,0,0,0,0,0,0,0,84.00422096252441
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,5,100,10000,0.993,0.9073,0.588,0.4015,0.991,0.7527,0.943,0.4338,0.9951,0.9836,0.8958,0,0,0,0,0,0,0,0,0,0,0,81.90627789497375
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,5,250,10000,1,1,0.9933,1,1,0.999,1,0.9817,1,1,1,0,0,0,0,0,0,0,0,0,0,0,93.27276563644408
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,5,500,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,112.10941648483276
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,5,1000,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,156.3930356502533
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,5,1500,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,199.24510169029236
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,6,10,10000,0.0714,0.0683,0.0586,0.0027,NA,0.0641,0.0482,0.0847,0.0622,0.2277,0.037,0,0,0,0,10000,0,0,0,0,0,0,86.70942807197571
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,6,25,10000,0.2306,0.1835,0.0989,4e-4,0.2074,0.1483,0.0915,0.1037,0.3652,0.5632,0.1425,0,0,0,0,0,0,0,0,0,0,0,87.58257579803467
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,6,50,10000,0.6723,0.478,0.2235,1e-4,0.7144,0.3551,0.3815,0.1743,0.8346,0.8359,0.4948,0,0,0,0,0,0,0,0,0,0,0,82.6737003326416
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,6,100,10000,0.9904,0.8994,0.5582,0.403,0.991,0.752,0.9339,0.3907,0.9961,0.9834,0.8985,0,0,0,0,0,0,0,0,0,0,0,81.33349275588989
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,6,250,10000,1,1,0.9897,1,1,0.9985,1,0.9537,1,1,1,0,0,0,0,0,0,0,0,0,0,0,92.39967060089111
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,6,500,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,111.25321435928343
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,6,1000,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,155.91277813911438
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,6,1500,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,197.18719935417175
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,7,10,10000,0.0799,0.0773,0.0658,0.0036,NA,0.0736,0.0528,0.0876,0.0687,0.2497,0.0448,0,0,0,0,10000,0,0,0,0,0,0,81.57169389724731
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,7,25,10000,0.236,0.2169,0.1335,4e-4,0.2288,0.1873,0.1025,0.1383,0.3903,0.6079,0.1729,0,0,0,0,0,0,0,0,0,0,0,83.01933121681213
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,7,50,10000,0.6137,0.5348,0.2997,4e-4,0.7303,0.4457,0.3643,0.2389,0.8391,0.8652,0.5541,0,0,0,0,0,0,0,0,0,0,0,79.81210041046143
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,7,100,10000,0.9664,0.9145,0.6765,0.4226,0.9893,0.8313,0.8818,0.5479,0.9945,0.9871,0.9283,0,0,0,0,0,0,0,0,0,0,0,78.15658378601074
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,7,250,10000,1,1,0.9966,1,1,0.9997,1,0.9884,1,1,1,0,0,0,0,0,0,0,0,0,0,0,85.81573581695557
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,7,500,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,101.84115958213806
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,7,1000,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,142.9083957672119
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,7,1500,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,178.77814722061157
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,8,10,10000,0.0735,0.0721,0.0626,0.0029,NA,0.0669,0.0472,0.0838,0.0608,0.2372,0.039,0,0,0,0,10000,0,0,0,0,0,0,78.78507661819458
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,8,25,10000,0.2254,0.1936,0.1082,3e-4,0.2183,0.1617,0.0931,0.1138,0.377,0.5879,0.1535,0,0,0,0,0,0,0,0,0,0,0,79.95124506950378
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,8,50,10000,0.6326,0.5034,0.2518,4e-4,0.7249,0.3948,0.3699,0.2016,0.8416,0.852,0.523,0,0,0,0,0,0,0,0,0,0,0,75.92135405540466
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,8,100,10000,0.982,0.9008,0.5922,0.4097,0.9896,0.7858,0.9029,0.4441,0.9953,0.9859,0.9121,0,0,0,0,0,0,0,0,0,0,0,74.03766679763794
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,8,250,10000,1,1,0.9911,1,1,0.999,1,0.9804,1,1,1,0,0,0,0,0,0,0,0,0,0,0,82.39995169639587
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,8,500,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,101.41235446929932
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,8,1000,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,144.86972069740295
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,B2_dass_depression,8,1500,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,187.78649353981015
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,C1_dass_anxiety,3,10,10000,0.103,0.0945,0.0808,0.0079,NA,0.0864,0.0827,0.123,0.0492,0.1791,0.0623,0,0,0,0,10000,0,0,0,0,0,0,80.01311135292053
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,C1_dass_anxiety,3,25,10000,0.3131,0.237,0.1769,0.0156,0.0895,0.1803,0.1945,0.218,0.1254,0.3688,0.1361,0,0,0,0,0,0,0,0,0,0,0,82.66823124885559
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,C1_dass_anxiety,3,50,10000,0.7628,0.5859,0.4468,0.0312,0.205,0.4253,0.581,0.4273,0.2227,0.578,0.355,0,0,0,0,0,0,0,0,0,0,0,78.97505211830139
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,C1_dass_anxiety,3,100,10000,0.9964,0.9591,0.8638,0.3204,0.6653,0.8344,0.9821,0.782,0.4054,0.8157,0.732,0,0,0,0,0,0,0,0,0,0,0,75.2947645187378
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,C1_dass_anxiety,3,250,10000,1,1,1,0.9984,0.9995,1,1,1,0.798,0.9957,0.9984,0,0,0,0,0,0,0,0,0,0,0,84.62484860420227
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,C1_dass_anxiety,3,500,10000,1,1,1,1,1,1,1,1,0.9814,1,1,0,0,0,0,0,0,0,0,0,0,0,99.38085889816284
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,C1_dass_anxiety,3,1000,10000,1,1,1,1,1,1,1,1,0.9998,1,1,0,0,0,0,0,0,0,0,0,0,0,138.1296350955963
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,C1_dass_anxiety,3,1500,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,171.92682266235352
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,C1_dass_anxiety,4,10,10000,0.084,0.0838,0.0829,0.0094,NA,0.0804,0.0803,0.0866,0.0499,0.1431,0.069,0,0,0,0,10000,0,0,0,0,0,0,61.75110340118408
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,C1_dass_anxiety,4,25,10000,0.2092,0.2049,0.1817,0.0168,0.075,0.1928,0.1399,0.1456,0.0888,0.3363,0.163,0,0,0,0,0,0,0,0,0,0,0,63.97536063194274
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,C1_dass_anxiety,4,50,10000,0.5404,0.4755,0.4118,0.0315,0.1723,0.4168,0.363,0.2471,0.1811,0.6152,0.4233,0,0,0,0,0,0,0,0,0,0,0,61.413315773010254
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,C1_dass_anxiety,4,100,10000,0.945,0.8569,0.7973,0.3132,0.6412,0.7818,0.8471,0.6323,0.3738,0.8839,0.8074,0,0,0,0,0,0,0,0,0,0,0,60.3808274269104
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,C1_dass_anxiety,4,250,10000,1,1,0.9996,0.9988,0.9997,0.9993,1,0.9791,0.7917,0.9991,0.9998,0,0,0,0,0,0,0,0,0,0,0,68.01723408699036
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,C1_dass_anxiety,4,500,10000,1,1,1,1,1,1,1,1,0.9787,1,1,0,0,0,0,0,0,0,0,0,0,0,79.87714529037476
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,C1_dass_anxiety,4,1000,10000,1,1,1,1,1,1,1,1,0.9999,1,1,0,0,0,0,0,0,0,0,0,0,0,109.8239254951477
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,C1_dass_anxiety,4,1500,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,139.94123458862305
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,C1_dass_anxiety,5,10,10000,0.0821,0.0799,0.0738,0.0098,NA,0.0764,0.0742,0.0915,0.0485,0.1596,0.063,0,0,0,0,10000,0,0,0,0,0,0,81.66207146644592
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,C1_dass_anxiety,5,25,10000,0.1969,0.1815,0.1452,0.0172,0.0756,0.1656,0.1256,0.1328,0.0983,0.3539,0.1523,0,0,0,0,0,0,0,0,0,0,0,83.07648968696594
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,C1_dass_anxiety,5,50,10000,0.5079,0.4238,0.3328,0.0314,0.1811,0.3637,0.3446,0.2244,0.1928,0.6123,0.3929,0,0,0,0,0,0,0,0,0,0,0,79.32855606079102
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,C1_dass_anxiety,5,100,10000,0.9291,0.8175,0.6917,0.3111,0.654,0.7222,0.8222,0.4784,0.3839,0.87,0.7773,0,0,0,0,0,0,0,0,0,0,0,76.4194016456604
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,C1_dass_anxiety,5,250,10000,1,0.9998,0.996,0.9991,0.9997,0.9967,1,0.9931,0.7915,0.9985,0.9993,0,0,0,0,0,0,0,0,0,0,0,85.14027118682861
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,C1_dass_anxiety,5,500,10000,1,1,1,1,1,1,1,1,0.979,1,1,0,0,0,0,0,0,0,0,0,0,0,102.69795036315918
5,Cantidad de categorias de respuesta (k),NA,NA,NA,NA,NA,C1_dass_anxiety,5,1000,10000,1,1,1,1,1,1,1,1,0.9999,1,1,0,0,0,0,0,0,0,0,0,0,0,142.61018347740173
